Barcode,Barcode_Prefix,Barcode_Postfix,Barcode_Postfix_Diff
A0012429858,A,0012429858,883
A0012432282,A,0012432282,842
A0012433124,A,0012433124,842
A0012443610,A,0012443610,265
A0012443875,A,0012443875,265
A0012448817,A,0012448817,461
A0012449278,A,0012449278,461
A0012457776,A,0012457776,4753
A0012462529,A,0012462529,2803
A0012465332,A,0012465332,2803
A0012470696,A,0012470696,842
A0012471538,A,0012471538,198
A0012471736,A,0012471736,198
A0012472726,A,0012472726,990
A0012475935,A,0012475935,560
A0012476495,A,0012476495,560
A0012477626,A,0012477626,1131
A0012479135,A,0012479135,124
A0012479259,A,0012479259,124
A0012482527,A,0012482527,3268
A0012487229,A,0012487229,1021
A0012488250,A,0012488250,1008
A0012489258,A,0012489258,24
A0012489282,A,0012489282,24
A0012493771,A,0012493771,4372
A0012498143,A,0012498143,1229
A0012499372,A,0012499372,1047
A0012500419,A,0012500419,1047
A0012506549,A,0012506549,4249
A0012510798,A,0012510798,4249
A0012515060,A,0012515060,1834
A0012516894,A,0012516894,99
A0012516993,A,0012516993,99
A0012517231,A,0012517231,33
A0012517264,A,0012517264,33
A0012518494,A,0012518494,1230
A0012519930,A,0012519930,917
A0012520847,A,0012520847,917
A0012522678,A,0012522678,345
A0012523023,A,0012523023,107
A0012523130,A,0012523130,107
A0012523320,A,0012523320,83
A0012523403,A,0012523403,42
A0012523445,A,0012523445,42
A0012523924,A,0012523924,479
A0012526919,A,0012526919,750
A0012527669,A,0012527669,750
A0012528725,A,0012528725,1056
A0012530697,A,0012530697,1972
A0012533386,A,0012533386,149
A0012533535,A,0012533535,149
A0012533865,A,0012533865,330
A0012534251,A,0012534251,386
A0012535266,A,0012535266,16
A0012535282,A,0012535282,16
A0012536991,A,0012536991,355
A0012537346,A,0012537346,355
A0012538765,A,0012538765,660
A0012539425,A,0012539425,33
A0012539458,A,0012539458,33
A0012540423,A,0012540423,965
A0012543039,A,0012543039,810
A0012543849,A,0012543849,810
A0012546206,A,0012546206,289
A0012546495,A,0012546495,289
A0012547121,A,0012547121,626
A0012550166,A,0012550166,1478
A0012551644,A,0012551644,1478
A0012556478,A,0012556478,396
A0012556874,A,0012556874,396
A0012557542,A,0012557542,668
A0012558813,A,0012558813,717
A0012559530,A,0012559530,455
A0012559985,A,0012559985,455
A0012560546,A,0012560546,561
A0012563300,A,0012563300,91
A0012563391,A,0012563391,91
A0012563904,A,0012563904,513
A0012564738,A,0012564738,834
A0012566832,A,0012566832,594
A0012567426,A,0012567426,594
A0012570081,A,0012570081,91
A0012570172,A,0012570172,42
A0012570214,A,0012570214,42
A0012570305,A,0012570305,91
A0012571790,A,0012571790,83
A0012571873,A,0012571873,83
A0012572293,A,0012572293,149
A0012572442,A,0012572442,149
A0012572707,A,0012572707,265
A0012573184,A,0012573184,477
A0012574323,A,0012574323,132
A0012574455,A,0012574455,132
A0012576518,A,0012576518,1113
A0012577631,A,0012577631,1113
A0012584926,A,0012584926,510
A0012585436,A,0012585436,510
A0012586913,A,0012586913,255
A0012587168,A,0012587168,255
A0012590287,A,0012590287,733
A0012591020,A,0012591020,59
A0012591079,A,0012591079,59
A0012592721,A,0012592721,495
A0012593216,A,0012593216,8
A0012593224,A,0012593224,8
A0012593349,A,0012593349,73
A0012593422,A,0012593422,33
A0012593455,A,0012593455,33
A0012599072,A,0012599072,8
A0012599080,A,0012599080,8
A0012599247,A,0012599247,164
A0012599411,A,0012599411,164
A0012599643,A,0012599643,232
A0012599940,A,0012599940,170
A0012600110,A,0012600110,170
A0012609269,A,0012609269,8069
A0012617338,A,0012617338,5750
A0012623088,A,0012623088,16
A0012623104,A,0012623104,8
A0012623112,A,0012623112,8
A0012623138,A,0012623138,26
A0012626016,A,0012626016,156
A0012626172,A,0012626172,42
A0012626214,A,0012626214,42
A0012626677,A,0012626677,66
A0012626743,A,0012626743,66
A0012627758,A,0012627758,1015
A0012629465,A,0012629465,256
A0012629721,A,0012629721,256
A0012631784,A,0012631784,2063
A0012637716,A,0012637716,841
A0012638557,A,0012638557,841
A0012641346,A,0012641346,774
A0012642120,A,0012642120,538
A0012642658,A,0012642658,353
A0012643011,A,0012643011,133
A0012643144,A,0012643144,133
A0012645859,A,0012645859,115
A0012645974,A,0012645974,115
A0012646394,A,0012646394,347
A0012646741,A,0012646741,347
A0012677324,A,0012677324,10898
A0012688222,A,0012688222,10898
A0012703187,A,0012703187,1155
A0012704342,A,0012704342,684
A0012705026,A,0012705026,33
A0012705059,A,0012705059,33
A0012709424,A,0012709424,4365
A0012713913,A,0012713913,164
A0012714077,A,0012714077,164
A0012714986,A,0012714986,55
A0012715041,A,0012715041,55
A0012715579,A,0012715579,165
A0012715744,A,0012715744,165
A0012716122,A,0012716122,378
A0012718110,A,0012718110,331
A0012718441,A,0012718441,124
A0012718565,A,0012718565,124
A0012729109,A,0012729109,156
A0012729265,A,0012729265,156
A0012729448,A,0012729448,183
A0012729844,A,0012729844,7
A0012729851,A,0012729851,7
A0012734075,A,0012734075,4224
A0012749537,A,0012749537,114
A0012749651,A,0012749651,114
A0012751384,A,0012751384,339
A0012751723,A,0012751723,26
A0012751749,A,0012751749,7
A0012751756,A,0012751756,7
A0012751970,A,0012751970,214
A0012752499,A,0012752499,16
A0012752515,A,0012752515,16
A0012752556,A,0012752556,41
A0012759858,A,0012759858,2309
A0012762167,A,0012762167,58
A0012762225,A,0012762225,58
A0012762522,A,0012762522,117
A0012762639,A,0012762639,117
A0012771283,A,0012771283,6971
A0012778254,A,0012778254,224
A0012778478,A,0012778478,224
A0012781571,A,0012781571,1180
A0012782751,A,0012782751,1180
A0012788576,A,0012788576,5058
A0012793634,A,0012793634,239
A0012793873,A,0012793873,239
A0012794525,A,0012794525,107
A0012794632,A,0012794632,107
A0012794798,A,0012794798,73
A0012794871,A,0012794871,73
A0012795282,A,0012795282,411
A0012800223,A,0012800223,239
A0012800462,A,0012800462,133
A0012800595,A,0012800595,133
A0012801544,A,0012801544,949
A0012819744,A,0012819744,5551
A0012825295,A,0012825295,16
A0012825311,A,0012825311,16
A0012825550,A,0012825550,239
A0012831525,A,0012831525,3628
A0012835153,A,0012835153,2749
A0012837902,A,0012837902,1873
A0012839775,A,0012839775,91
A0012839866,A,0012839866,50
A0012839916,A,0012839916,50
A0012840245,A,0012840245,329
A0012845053,A,0012845053,339
A0012845392,A,0012845392,26
A0012845418,A,0012845418,26
A0012845608,A,0012845608,99
A0012845707,A,0012845707,99
A0012846259,A,0012846259,58
A0012846317,A,0012846317,58
A0012850756,A,0012850756,16
A0012850772,A,0012850772,16
A0012851465,A,0012851465,149
A0012851614,A,0012851614,149
A0012851820,A,0012851820,33
A0012851853,A,0012851853,33
A0012851960,A,0012851960,107
A0012852265,A,0012852265,240
A0012852505,A,0012852505,34
A0012852539,A,0012852539,34
A0012857439,A,0012857439,330
A0012857769,A,0012857769,330
A0012858106,A,0012858106,115
A0012858221,A,0012858221,115
A0012858411,A,0012858411,190
A0012861357,A,0012861357,1773
A0012863130,A,0012863130,18
A0012863148,A,0012863148,18
A0012863536,A,0012863536,388
A0012863973,A,0012863973,40
A0012864013,A,0012864013,40
A0012864351,A,0012864351,274
A0012864625,A,0012864625,274
A0012871562,A,0012871562,3426
A0012874988,A,0012874988,2977
A0012877965,A,0012877965,553
A0012878518,A,0012878518,553
A0012881736,A,0012881736,1303
A0012883039,A,0012883039,1303
A0012889762,A,0012889762,668
A0012890430,A,0012890430,668
A0012893905,A,0012893905,3475
A0012897492,A,0012897492,3587
A0012901286,A,0012901286,206
A0012901492,A,0012901492,206
A0012911756,A,0012911756,2004
A0012913760,A,0012913760,785
A0012914545,A,0012914545,785
A0012921623,A,0012921623,5032
A0012926655,A,0012926655,42
A0012926697,A,0012926697,42
A0012930228,A,0012930228,148
A0012930376,A,0012930376,148
A0012946620,A,0012946620,1534
A0012948154,A,0012948154,446
A0012948600,A,0012948600,42
A0012948642,A,0012948642,42
A0012951950,A,0012951950,371
A0012952321,A,0012952321,371
A0012963724,A,0012963724,1706
A0012965430,A,0012965430,75
A0012965505,A,0012965505,75
A0012965760,A,0012965760,255
A0012968285,A,0012968285,1840
A0012970125,A,0012970125,1840
A0012972519,A,0012972519,2394
A0012975611,A,0012975611,3061
A0012978672,A,0012978672,3061
A0012984357,A,0012984357,3259
A0012987616,A,0012987616,477
A0012988093,A,0012988093,477
A0012989034,A,0012989034,941
A0012994224,A,0012994224,5190
A0013003827,A,0013003827,2209
A0013006036,A,0013006036,958
A0013006994,A,0013006994,958
A0013008800,A,0013008800,1806
A0013011614,A,0013011614,91
A0013011705,A,0013011705,91
A0013015532,A,0013015532,49
A0013015581,A,0013015581,49
A0013018973,A,0013018973,519
A0013019492,A,0013019492,519
A0013024351,A,0013024351,3679
A0013028030,A,0013028030,3679
A0013055579,A,0013055579,5436
A0013061015,A,0013061015,2228
A0013063243,A,0013063243,2228
A0013070826,A,0013070826,3744
A0013074570,A,0013074570,1766
A0013076336,A,0013076336,1766
A0013083530,A,0013083530,5882
A0013089412,A,0013089412,1915
A0013091327,A,0013091327,1915
A0013093810,A,0013093810,628
A0013094438,A,0013094438,57
A0013094495,A,0013094495,57
A0013094610,A,0013094610,115
A0013094966,A,0013094966,356
A0013095328,A,0013095328,362
A0013102520,A,0013102520,190
A0013102710,A,0013102710,190
A0013102959,A,0013102959,56
A0013103015,A,0013103015,56
A0013103221,A,0013103221,206
A0013103460,A,0013103460,239
A0013104344,A,0013104344,372
A0013104716,A,0013104716,91
A0013104807,A,0013104807,91
A0013105663,A,0013105663,198
A0013105861,A,0013105861,50
A0013105911,A,0013105911,50
A0013108485,A,0013108485,1840
A0013110325,A,0013110325,1081
A0013111406,A,0013111406,42
A0013111448,A,0013111448,42
A0013111646,A,0013111646,198
A0013111935,A,0013111935,289
A0013112297,A,0013112297,362
A0013112727,A,0013112727,370
A0013113097,A,0013113097,91
A0013113188,A,0013113188,73
A0013113261,A,0013113261,73
A0013114590,A,0013114590,809
A0013115399,A,0013115399,16
A0013115415,A,0013115415,16
A0013116223,A,0013116223,808
A0013119805,A,0013119805,141
A0013119946,A,0013119946,141
A0013120308,A,0013120308,362
A0013121009,A,0013121009,148
A0013121157,A,0013121157,148
A0013121991,A,0013121991,834
A0013124540,A,0013124540,348
A0013124888,A,0013124888,91
A0013124979,A,0013124979,91
A0013128780,A,0013128780,561
A0013129341,A,0013129341,83
A0013129424,A,0013129424,83
A0013129531,A,0013129531,107
A0013129689,A,0013129689,158
A0013132253,A,0013132253,84
A0013132337,A,0013132337,65
A0013132402,A,0013132402,65
A0013133889,A,0013133889,527
A0013134416,A,0013134416,16
A0013134432,A,0013134432,16
A0013137799,A,0013137799,16
A0013137815,A,0013137815,16
A0013138193,A,0013138193,378
A0013138821,A,0013138821,628
A0013140611,A,0013140611,307
A0013140918,A,0013140918,307
A0013159892,A,0013159892,6128
A0013166020,A,0013166020,455
A0013166475,A,0013166475,455
A0013166939,A,0013166939,464
A0013168554,A,0013168554,92
A0013168646,A,0013168646,92
A0013169073,A,0013169073,427
A0013171103,A,0013171103,339
A0013171442,A,0013171442,339
A0013172283,A,0013172283,75
A0013172358,A,0013172358,75
A0013172622,A,0013172622,198
A0013172820,A,0013172820,174
A0013172994,A,0013172994,24
A0013173018,A,0013173018,24
A0013173083,A,0013173083,26
A0013173109,A,0013173109,16
A0013173125,A,0013173125,16
A0013174560,A,0013174560,84
A0013174644,A,0013174644,84
A0013178892,A,0013178892,693
A0013179585,A,0013179585,372
A0013179957,A,0013179957,139
A0013180096,A,0013180096,139
A0013180252,A,0013180252,34
A0013180286,A,0013180286,34
A0013180633,A,0013180633,33
A0013180666,A,0013180666,24
A0013180690,A,0013180690,24
A0013181052,A,0013181052,198
A0013181250,A,0013181250,141
A0013181391,A,0013181391,18
A0013181409,A,0013181409,18
A0013181540,A,0013181540,17
A0013181557,A,0013181557,17
A0013182175,A,0013182175,618
A0013182837,A,0013182837,99
A0013182936,A,0013182936,99
A0013183827,A,0013183827,16
A0013183843,A,0013183843,16
A0013184643,A,0013184643,33
A0013184676,A,0013184676,33
A0013184866,A,0013184866,172
A0013185038,A,0013185038,114
A0013185152,A,0013185152,8
A0013185160,A,0013185160,8
A0013191168,A,0013191168,8
A0013191176,A,0013191176,8
A0013191309,A,0013191309,133
A0013193263,A,0013193263,1954
A0013206388,A,0013206388,58
A0013206446,A,0013206446,58
A0013206511,A,0013206511,65
A0013217070,A,0013217070,18
A0013217088,A,0013217088,18
A0013217583,A,0013217583,495
A0013218524,A,0013218524,941
A0013220298,A,0013220298,214
A0013220512,A,0013220512,214
A0013221965,A,0013221965,1453
A0013246384,A,0013246384,2871
A0013249255,A,0013249255,99
A0013249354,A,0013249354,99
A0013249560,A,0013249560,50
A0013249610,A,0013249610,34
A0013249644,A,0013249644,34
A0013249685,A,0013249685,16
A0013249701,A,0013249701,16
A0013249727,A,0013249727,26
A0013249784,A,0013249784,57
A0013249875,A,0013249875,91
A0013249990,A,0013249990,115
A0013250121,A,0013250121,26
A0013250147,A,0013250147,26
A0013252440,A,0013252440,2293
A0013261573,A,0013261573,462
A0013262035,A,0013262035,65
A0013262100,A,0013262100,65
A0013262183,A,0013262183,83
A0013283098,A,0013283098,20915
A0013304621,A,0013304621,18
A0013304639,A,0013304639,18
A0013329479,A,0013329479,73
A0013329552,A,0013329552,73
A0013340054,A,0013340054,1024
A0013341078,A,0013341078,157
A0013341235,A,0013341235,157
A0013341425,A,0013341425,190
A0013343223,A,0013343223,1798
A0013345996,A,0013345996,2773
A0013352315,A,0013352315,273
A0013352588,A,0013352588,273
A0013379086,A,0013379086,19091
A0013398177,A,0013398177,644
A0013398821,A,0013398821,644
A0013401278,A,0013401278,198
A0013401476,A,0013401476,24
A0013401500,A,0013401500,24
A0013405725,A,0013405725,4067
A0013409792,A,0013409792,67
A0013409859,A,0013409859,67
A0013410840,A,0013410840,981
A0013421961,A,0013421961,11023
A0013432984,A,0013432984,115
A0013433099,A,0013433099,115
A0013433222,A,0013433222,123
A0013433826,A,0013433826,604
A0013439187,A,0013439187,1131
A0013440318,A,0013440318,503
A0013440821,A,0013440821,503
A0013453741,A,0013453741,2919
A0013456660,A,0013456660,133
A0013456793,A,0013456793,133
A0013466487,A,0013466487,65
A0013466552,A,0013466552,65
A0013466958,A,0013466958,406
A0013467931,A,0013467931,81
A0013468012,A,0013468012,67
A0013468079,A,0013468079,67
A0013468160,A,0013468160,81
A0013468509,A,0013468509,349
A0013469218,A,0013469218,313
A0013469531,A,0013469531,313
A0013470422,A,0013470422,91
A0013470513,A,0013470513,91
A0013470687,A,0013470687,50
A0013470737,A,0013470737,50
A0013471271,A,0013471271,232
A0013471503,A,0013471503,232
A0013472311,A,0013472311,265
A0013472576,A,0013472576,232
A0013472808,A,0013472808,232
A0013473616,A,0013473616,380
A0013473996,A,0013473996,380
A0013474499,A,0013474499,503
A0013483524,A,0013483524,5593
A0013489117,A,0013489117,346
A0013489463,A,0013489463,346
A0013491428,A,0013491428,1965
A0013495031,A,0013495031,703
A0013495734,A,0013495734,703
A0013502356,A,0013502356,6622
A0013511290,A,0013511290,1164
A0013512454,A,0013512454,290
A0013512744,A,0013512744,290
A0013513155,A,0013513155,8
A0013513163,A,0013513163,8
A0013513254,A,0013513254,91
A0013514542,A,0013514542,1072
A0013515614,A,0013515614,265
A0013515879,A,0013515879,265
A0013516372,A,0013516372,493
A0013536776,A,0013536776,1426
A0013538202,A,0013538202,1057
A0013539259,A,0013539259,1057
A0013542881,A,0013542881,1204
A0013544085,A,0013544085,297
A0013544382,A,0013544382,99
A0013544481,A,0013544481,99
A0013544606,A,0013544606,125
A0013545579,A,0013545579,973
A0013548201,A,0013548201,364
A0013548565,A,0013548565,364
A0013550496,A,0013550496,1196
A0013551692,A,0013551692,8
A0013551700,A,0013551700,8
A0013551965,A,0013551965,139
A0013552104,A,0013552104,139
A0013552245,A,0013552245,141
A0013554068,A,0013554068,480
A0013554548,A,0013554548,15
A0013554563,A,0013554563,15
A0013554589,A,0013554589,26
A0013560495,A,0013560495,1517
A0013562012,A,0013562012,307
A0013562319,A,0013562319,8
A0013562327,A,0013562327,8
A0013562350,A,0013562350,23
A0013563366,A,0013563366,248
A0013563614,A,0013563614,248
A0013564083,A,0013564083,469
A0013565353,A,0013565353,107
A0013565460,A,0013565460,107
A0013565585,A,0013565585,125
A0013565957,A,0013565957,24
A0013565981,A,0013565981,24
A0013566278,A,0013566278,297
A0013567797,A,0013567797,568
A0013568365,A,0013568365,232
A0013568597,A,0013568597,42
A0013568639,A,0013568639,42
A0013569223,A,0013569223,247
A0013569470,A,0013569470,247
A0013569827,A,0013569827,57
A0013569884,A,0013569884,57
A0013570163,A,0013570163,279
A0013570981,A,0013570981,818
A0013572250,A,0013572250,133
A0013572383,A,0013572383,133
A0013576442,A,0013576442,817
A0013577259,A,0013577259,817
A0013578083,A,0013578083,266
A0013578349,A,0013578349,266
A0013578927,A,0013578927,65
A0013578992,A,0013578992,65
A0013579164,A,0013579164,8
A0013579172,A,0013579172,8
A0013580139,A,0013580139,635
A0013580774,A,0013580774,635
A0013583489,A,0013583489,2459
A0013585948,A,0013585948,328
A0013586276,A,0013586276,328
A0013588454,A,0013588454,1454
A0013589908,A,0013589908,1454
A0013610530,A,0013610530,511
A0013611041,A,0013611041,511
A0013618046,A,0013618046,1526
A0013619572,A,0013619572,610
A0013620182,A,0013620182,610
A0013621578,A,0013621578,1396
A0013630272,A,0013630272,1923
A0013632195,A,0013632195,91
A0013632286,A,0013632286,91
A0013638077,A,0013638077,503
A0013638580,A,0013638580,68
A0013638648,A,0013638648,68
A0013647607,A,0013647607,3184
A0013650791,A,0013650791,420
A0013651211,A,0013651211,140
A0013651351,A,0013651351,34
A0013651385,A,0013651385,34
A0013653001,A,0013653001,1616
A0013660584,A,0013660584,149
A0013660733,A,0013660733,41
A0013660774,A,0013660774,41
A0013660873,A,0013660873,99
A0013661012,A,0013661012,139
A0013667027,A,0013667027,445
A0013667472,A,0013667472,445
A0013670989,A,0013670989,105
A0013671094,A,0013671094,105
A0013672068,A,0013672068,974
A0013673165,A,0013673165,190
A0013673355,A,0013673355,84
A0013673439,A,0013673439,84
A0013673926,A,0013673926,188
A0013674114,A,0013674114,57
A0013674171,A,0013674171,57
A0013680012,A,0013680012,224
A0013680236,A,0013680236,224
A0013680582,A,0013680582,8
A0013680590,A,0013680590,8
A0013680731,A,0013680731,141
A0013681549,A,0013681549,716
A0013682265,A,0013682265,84
A0013682349,A,0013682349,84
A0013686811,A,0013686811,3241
A0013690052,A,0013690052,1024
A0013691076,A,0013691076,1024
A0013694567,A,0013694567,16
A0013694583,A,0013694583,16
A0013694690,A,0013694690,34
A0013694724,A,0013694724,16
A0013694740,A,0013694740,16
A0013694880,A,0013694880,140
A0013695085,A,0013695085,205
A0013695325,A,0013695325,240
A0013707344,A,0013707344,800
A0013708144,A,0013708144,190
A0013708334,A,0013708334,190
A0013709480,A,0013709480,1146
A0013710843,A,0013710843,229
A0013711072,A,0013711072,50
A0013711122,A,0013711122,41
A0013711163,A,0013711163,41
A0013711239,A,0013711239,76
A0013711411,A,0013711411,172
A0013711775,A,0013711775,58
A0013711833,A,0013711833,58
A0013712369,A,0013712369,536
A0013716303,A,0013716303,265
A0013716568,A,0013716568,115
A0013716683,A,0013716683,83
A0013716766,A,0013716766,83
A0013717392,A,0013717392,240
A0013717632,A,0013717632,240
A0013718077,A,0013718077,445
A0013718580,A,0013718580,18
A0013718598,A,0013718598,18
A0013718861,A,0013718861,263
A0013719638,A,0013719638,190
A0013719828,A,0013719828,99
A0013719927,A,0013719927,99
A0013721733,A,0013721733,1806
A0013726203,A,0013726203,1865
A0013728068,A,0013728068,1775
A0013729843,A,0013729843,378
A0013730221,A,0013730221,18
A0013730239,A,0013730239,18
A0013730270,A,0013730270,31
A0013730312,A,0013730312,42
A0013730502,A,0013730502,190
A0013730759,A,0013730759,74
A0013730833,A,0013730833,74
A0013733217,A,0013733217,354
A0013733571,A,0013733571,354
A0013734249,A,0013734249,678
A0013736715,A,0013736715,1172
A0013737887,A,0013737887,1172
A0013739321,A,0013739321,132
A0013739453,A,0013739453,132
A0013739602,A,0013739602,99
A0013739701,A,0013739701,67
A0013739768,A,0013739768,67
A0013739842,A,0013739842,74
A0013739974,A,0013739974,132
A0013740287,A,0013740287,263
A0013740550,A,0013740550,18
A0013740568,A,0013740568,18
A0013740600,A,0013740600,32
A0013741103,A,0013741103,503
A0013741848,A,0013741848,745
A0013743307,A,0013743307,232
A0013743539,A,0013743539,232
A0013744404,A,0013744404,865
A0013747035,A,0013747035,15
A0013747050,A,0013747050,15
A0013747084,A,0013747084,8
A0013747092,A,0013747092,8
A0013747159,A,0013747159,50
A0013747209,A,0013747209,49
A0013747258,A,0013747258,16
A0013747274,A,0013747274,16
A0013747407,A,0013747407,8
A0013747415,A,0013747415,8
A0013747456,A,0013747456,41
A0013748041,A,0013748041,132
A0013748173,A,0013748173,83
A0013748256,A,0013748256,24
A0013748280,A,0013748280,18
A0013748298,A,0013748298,16
A0013748314,A,0013748314,16
A0013748405,A,0013748405,16
A0013748421,A,0013748421,16
A0013748637,A,0013748637,216
A0013749114,A,0013749114,34
A0013749148,A,0013749148,34
A0013749288,A,0013749288,58
A0013749346,A,0013749346,57
A0013749403,A,0013749403,57
A0013749924,A,0013749924,521
A0013755756,A,0013755756,561
A0013756317,A,0013756317,445
A0013756762,A,0013756762,175
A0013756937,A,0013756937,41
A0013756978,A,0013756978,40
A0013757018,A,0013757018,40
A0013760046,A,0013760046,2740
A0013762786,A,0013762786,503
A0013763289,A,0013763289,16
A0013763305,A,0013763305,16
A0013764972,A,0013764972,469
A0013765441,A,0013765441,190
A0013765631,A,0013765631,190
A0013766084,A,0013766084,453
A0013768072,A,0013768072,91
A0013768163,A,0013768163,34
A0013768197,A,0013768197,16
A0013768213,A,0013768213,16
A0013768338,A,0013768338,15
A0013768353,A,0013768353,15
A0013768429,A,0013768429,76
A0013768775,A,0013768775,295
A0013769070,A,0013769070,91
A0013769161,A,0013769161,91
A0013769286,A,0013769286,50
A0013769336,A,0013769336,15
A0013769351,A,0013769351,15
A0013769484,A,0013769484,133
A0013769633,A,0013769633,8
A0013769641,A,0013769641,8
A0013769690,A,0013769690,26
A0013769716,A,0013769716,26
A0013769815,A,0013769815,99
A0013769971,A,0013769971,156
A0013770557,A,0013770557,586
A0013780945,A,0013780945,411
A0013781356,A,0013781356,373
A0013781729,A,0013781729,198
A0013781927,A,0013781927,172
A0013782099,A,0013782099,172
A0013782347,A,0013782347,248
A0013782925,A,0013782925,16
A0013782941,A,0013782941,16
A0013787619,A,0013787619,477
A0013788096,A,0013788096,50
A0013788146,A,0013788146,50
A0013788526,A,0013788526,57
A0013788583,A,0013788583,57
A0013788658,A,0013788658,75
A0013789235,A,0013789235,8
A0013789243,A,0013789243,8
A0013789326,A,0013789326,83
A0013789409,A,0013789409,83
A0013789532,A,0013789532,123
A0013796495,A,0013796495,766
A0013797261,A,0013797261,766
A0013802061,A,0013802061,258
A0013802319,A,0013802319,258
A0013802616,A,0013802616,239
A0013802855,A,0013802855,58
A0013802913,A,0013802913,58
A0013808894,A,0013808894,560
A0013809454,A,0013809454,560
A0013810304,A,0013810304,850
A0013813837,A,0013813837,140
A0013813977,A,0013813977,140
A0013814702,A,0013814702,725
A0013817994,A,0013817994,956
A0013818950,A,0013818950,412
A0013819362,A,0013819362,307
A0013819669,A,0013819669,307
A0013822663,A,0013822663,157
A0013822820,A,0013822820,157
A0013842059,A,0013842059,561
A0013842620,A,0013842620,561
A0013852785,A,0013852785,743
A0013853528,A,0013853528,743
A0013855036,A,0013855036,619
A0013855655,A,0013855655,618
A0013856273,A,0013856273,618
A0013858436,A,0013858436,2163
A0013862891,A,0013862891,727
A0013863618,A,0013863618,727
A0013870456,A,0013870456,16
A0013870472,A,0013870472,16
A0013870753,A,0013870753,84
A0013870837,A,0013870837,84
A0013871199,A,0013871199,289
A0013871488,A,0013871488,289
A0013872379,A,0013872379,891
A0013878459,A,0013878459,5165
A0013883624,A,0013883624,602
A0013884226,A,0013884226,107
A0013884333,A,0013884333,107
A0013889613,A,0013889613,4859
A0013894472,A,0013894472,83
A0013894555,A,0013894555,83
A0013894837,A,0013894837,282
A0013912688,A,0013912688,58
A0013912746,A,0013912746,58
A0013914874,A,0013914874,2128
A0013920186,A,0013920186,281
A0013920467,A,0013920467,281
A0013920749,A,0013920749,140
A0013920889,A,0013920889,113
A0013921002,A,0013921002,113
A0013921135,A,0013921135,133
A0013921333,A,0013921333,198
A0013921853,A,0013921853,8
A0013921861,A,0013921861,8
A0013922174,A,0013922174,274
A0013922448,A,0013922448,274
A0013929807,A,0013929807,7359
A0013938576,A,0013938576,182
A0013938758,A,0013938758,182
A0013942461,A,0013942461,68
A0013942529,A,0013942529,68
A0013942727,A,0013942727,198
A0013944418,A,0013944418,247
A0013944665,A,0013944665,247
A0013946314,A,0013946314,717
A0013947031,A,0013947031,315
A0013947346,A,0013947346,91
A0013947437,A,0013947437,91
A0013948054,A,0013948054,50
A0013948104,A,0013948104,50
A0013948161,A,0013948161,57
A0013949607,A,0013949607,1410
A0013951017,A,0013951017,1410
A0013960927,A,0013960927,154
A0013961081,A,0013961081,34
A0013961115,A,0013961115,34
A0013961438,A,0013961438,49
A0013961487,A,0013961487,49
A0013961727,A,0013961727,240
A0013962030,A,0013962030,132
A0013962162,A,0013962162,58
A0013962220,A,0013962220,58
A0013962527,A,0013962527,115
A0013962642,A,0013962642,115
A0013964226,A,0013964226,49
A0013964275,A,0013964275,49
A0013969563,A,0013969563,26
A0013969589,A,0013969589,26
A0013974456,A,0013974456,24
A0013974480,A,0013974480,24
A0013974621,A,0013974621,26
A0013974647,A,0013974647,26
A0013978473,A,0013978473,3826
A0013989801,A,0013989801,49
A0013989850,A,0013989850,26
A0013989876,A,0013989876,26
A0013989918,A,0013989918,42
A0013989975,A,0013989975,57
A0013990577,A,0013990577,141
A0013990718,A,0013990718,141
A0013991039,A,0013991039,107
A0013991146,A,0013991146,107
A0013993258,A,0013993258,430
A0013993688,A,0013993688,107
A0013993795,A,0013993795,107
A0013994736,A,0013994736,33
A0013994769,A,0013994769,33
A0013994942,A,0013994942,25
A0013994967,A,0013994967,25
A0013995543,A,0013995543,41
A0013995584,A,0013995584,41
A0013996202,A,0013996202,618
A0014000988,A,0014000988,535
A0014001523,A,0014001523,535
A0014002232,A,0014002232,709
A0014007579,A,0014007579,3745
A0014011324,A,0014011324,1354
A0014012678,A,0014012678,165
A0014012843,A,0014012843,124
A0014012967,A,0014012967,56
A0014013023,A,0014013023,56
A0014013098,A,0014013098,75
A0014014567,A,0014014567,248
A0014014815,A,0014014815,248
A0014015721,A,0014015721,906
A0014016893,A,0014016893,652
A0014017545,A,0014017545,652
A0014020101,A,0014020101,529
A0014020630,A,0014020630,356
A0014020986,A,0014020986,356
A0014025241,A,0014025241,1972
A0014027213,A,0014027213,224
A0014027437,A,0014027437,99
A0014027536,A,0014027536,99
A0014028328,A,0014028328,792
A0014031785,A,0014031785,8
A0014031793,A,0014031793,8
A0014032072,A,0014032072,279
A0014032627,A,0014032627,57
A0014032684,A,0014032684,57
A0014034409,A,0014034409,700
A0014035109,A,0014035109,700
A0014038095,A,0014038095,1709
A0014039804,A,0014039804,174
A0014039978,A,0014039978,174
A0014041271,A,0014041271,1293
A0014044606,A,0014044606,1005
A0014045611,A,0014045611,899
A0014046510,A,0014046510,299
A0014046809,A,0014046809,299
A0014047146,A,0014047146,65
A0014047211,A,0014047211,65
A0014047633,A,0014047633,422
A0014048573,A,0014048573,34
A0014048607,A,0014048607,34
A0014048714,A,0014048714,107
A0014052112,A,0014052112,41
A0014052153,A,0014052153,26
